,place_id,name,rating,user_ratings_total,types,business_status,price_level,formatted_address,lat,lng,open_now,photos,plus_code,icon
2190,ChIJeanN9zgXyUwRBLbL_HPX-Hg,Pizza 88 Express,3.7,91.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,1.0,"6694 Fielding Ave, Montreal, Quebec H4V 1N5",45.4669029,-73.6435463,True,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112383832536434127874"">Aman Preet</a>'], 'photo_reference': 'ATtYBwJY3ukpLNwLDmOsu3wD8InHJFe4mSYP0U91Oe2WxUMhA9lPqQPog0b73vPHRoVDDil1tzZIhkzZSH1cbMXQ5Ed62QqW3--l0zmekZ8LHaRLbD6ix7OrybLg5rvj3gGpczrBrxuAZF2hHhIZzT4sU8TMO05BCAcj-Cls1yYFRrQCCnNQ', 'width': 1920}]","{'compound_code': 'F984+QH Montreal, Quebec', 'global_code': '87Q8F984+QH'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2200,ChIJRS5ftdAWyUwRIL3xiQsLPw8,PIZZA V,4.5,31.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,,"212 Avenue Boyer, Lachine, QC H8R 1N1",45.44545590000001,-73.6511817,True,"[{'height': 756, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106025617001354737439"">A Google User</a>'], 'photo_reference': 'ATtYBwIOggW28PObC64KL_amdoXGZgvwOuIu1uuVESJkmi2gHm9GTOY7BGKg6-50dzRVq5iuwusRZUeMDFzCLc8JQ7pLNUnbo_9QCvCbeNcsc3QgcDPQF2spkPSqWKvFVczwJtmfACua03VOCg0eg6Xdd3tTsCHN7UlvFXjsLm-8cjmPmasX', 'width': 945}]","{'compound_code': 'C8WX+5G Lachine, Montreal, Quebec', 'global_code': '87Q8C8WX+5G'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2207,ChIJSS1dBDkXyUwRhuuiDckLVMQ,Restaurant La Fièrte Des Isles,4.7,14.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,,"6805 Fielding Ave, Montreal, Quebec H4V 1P1",45.4659541,-73.64473389999999,,"[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109805649455544964411"">Chris Poulos</a>'], 'photo_reference': 'ATtYBwJKf2g4sBB-ratZdI_D1EKaKNH79KOCeGyW4SP-5ZNw1MTBm0xr23rYzhzgqKyACTbxp_j4ty8l_Kqq8huvpxsZGJvCui8kKRZgo5cJ1jKU_vDSVHcAdwv1k-mVCzL6VT6flT8JP_gEWx1o-_kFe-XYR3Ve-zLValSSRnXog5WDhBkf', 'width': 2736}]","{'compound_code': 'F984+94 Montreal, Quebec', 'global_code': '87Q8F984+94'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2212,ChIJ030yIVgXyUwRUVImwsLKqBo,Restaurant L'Escape,4.2,214.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,,"5167 Decarie Blvd, Montreal, Quebec H3W 3C3",45.4845407,-73.6301518,True,"[{'height': 3805, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104024075304696865837"">Restaurant L&#39;Escape</a>'], 'photo_reference': 'ATtYBwKoHF1u_h1ui-23uG3T4CMB9v0U3HKodPBj0AiN9KvIQoq8zalYekLbu-OryKpK1cvBfwPKe4lck0c5VDAZ2a-lh56RqamNSXAg_MI2vIUkMjgFSx5jul7AhxZFcYP5Pc8PsNgxOSdfAJpGH5OGzEvyilDW1h5hL-efUHAWgypWQVVp', 'width': 5723}]","{'compound_code': 'F9M9+RW Montreal, Quebec', 'global_code': '87Q8F9M9+RW'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2213,ChIJr3Y54SgXyUwRMffMiN3GaFc,Pasteizza,4.2,94.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,2.0,"45 Westminster Ave N, Montreal West, Quebec H4X 1Y8",45.4530301,-73.6453538,False,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102804236364017224976"">Chris Hagemeyer</a>'], 'photo_reference': 'ATtYBwLZ45_laKc6J_jXGAgGyVtGSfP9z0fOZzm7xBRWfBykwJhSutEE5WFuK0hjQJQ3nVxNKHVew8jvMUjKuBRK-0bqoe8NBxMlzGyPG9qsFnplUrmpBEyfLp0XIDGkMxRP5tCFXVFvDJ59F6emaRSkZGtOyQjmZqJXVpKtew1CA0dpBtQ7', 'width': 4032}]","{'compound_code': 'F933+6V Montreal West, Quebec', 'global_code': '87Q8F933+6V'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2215,ChIJ0R_N5ygXyUwRSVXlIhmpeXc,L'Oeufrier (Montreal Ouest),4.0,333.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,2.0,"49 Westminster Ave N, Montreal West, Quebec H4X 1Y8",45.4530307,-73.6454557,False,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117088706385670540974"">Zoe Bishop</a>'], 'photo_reference': 'ATtYBwIvBAR01wJu8-EuU3PWrIUriT8MpfYgz29ExvIHMbwwazUFkXlYv3lbJ3aqVjL5r85Uz3d6zi52hBsnhlkokPK4ZxICMGZ713VyVunXlRYCBgm8DEvZQl_3O7AK23H8DG2Otog-p-gUq1_ChBzrsCcPDlTaJ6bZ6GMmthWUDkfw4ECr', 'width': 4032}]","{'compound_code': 'F933+6R Montreal West, Quebec', 'global_code': '87Q8F933+6R'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2216,ChIJV17a1SIXyUwR_HED0eAJiJI,MR PATTY,4.5,373.0,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,1.0,"5312 Patricia Ave, Montreal, Quebec H4V 1Z2",45.4602064,-73.6543714,False,"[{'height': 480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102919897650146515784"">Mr Pattie</a>'], 'photo_reference': 'ATtYBwLLS59ktmWtB-6sZtNRZoe2D0UhLSLY6YPM4U3tzl9XBl8sHAmRrAdaETHwkGKNfuZbVDVEIQkUZCkKY6KsQqXKHn0pJy73b8OJjmtpx68w5pV0jpfiCJI8nTCVMLO3pFENu1EIVjN8hSgEqnXzYRqUH6HA21Ffb1_mn0zGzO6bXhyZ', 'width': 640}]","{'compound_code': 'F86W+37 Montreal, Quebec', 'global_code': '87Q8F86W+37'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2223,ChIJq9twjvAXyUwRfVCCxYid6wA,Restaurant Tilos,4.4,35.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,,"6587 Somerled Ave, Montreal, Quebec H4V 1T1",45.4670174,-73.63914679999999,False,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118107689146098222827"">A Google User</a>'], 'photo_reference': 'ATtYBwK4OgaDZrZVgbgakQW2FnipTKd_kMIMqwXIoNcxeM21WVpO6N6yXE8fNsTOU3DT58iExuuD0uLcxzEFHtdUpMfTCJx8y0TV_d4nwpDVgyaYsoMbKWY54BwXtQrLRmm3NLLKTPKu-cN1PgAMhuQKwelYlHuJIY5QY5zdR_DvbKRJs4js', 'width': 4096}]","{'compound_code': 'F986+R8 Montreal, Quebec', 'global_code': '87Q8F986+R8'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2228,ChIJg7haJTIXyUwRENaDQJ1Y-c0,Souvlaki George™,4.0,527.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,1.0,"6995 Monkland Ave, Montreal, Quebec H4B 1J8",45.4599188,-73.6370319,False,"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105850562104088577634"">ellycat47</a>'], 'photo_reference': 'ATtYBwKX1RGWGXSW_zlURTUKWSQcdtnHXbqQHkvHtLzXpODV3QNn7H82njeZYgOHDkh1cd5Qb21A2TSd4nOf-SNY1F-IQnN13SJUiTEJA2MoO4vzCtcZHrlDRPKAW5mXWqhspLWfm4bgGEcrq8z6gnHgk6CPhawhPMgEBf8rFuhML2EOcSDU', 'width': 1291}]","{'compound_code': 'F957+X5 Montreal, Quebec', 'global_code': '87Q8F957+X5'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2230,ChIJ6TD27jcXyUwRk8AEP51Oes8,Sushi Hoshimi,4.4,131.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,1.0,"6573 Somerled Ave, Montreal, Quebec H4V 1S9",45.4671314,-73.639048,False,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111517887484823381413"">Yuan Zhan Gao</a>'], 'photo_reference': 'ATtYBwLmG11KpMbfSl4L4fZSPBQYn0mhNWlI3pdBv917Y-WgewJTnnDz_wKAyt6c5Okc9IblbdKdlz1Vt0ZZUCXXYmZueCCH08AXY2AuTPHzFtjw94XE3t-51zO_gHgogKelulWebV6ZGikpQKcif21e7ouy_8ucDQ_4dr6Uy943za7FE1jw', 'width': 4608}]","{'compound_code': 'F986+V9 Montreal, Quebec', 'global_code': '87Q8F986+V9'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2233,ChIJc_EzddEXyUwRGJxua8kNofw,Ai Dumpling,4.5,173.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,1.0,"6592 Somerled Ave, Montreal, Quebec H4V 1S9",45.4667746,-73.6389123,False,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101808205590420632380"">Kim Hayes</a>'], 'photo_reference': 'ATtYBwJuAeGGpQ9j9Tc_oFhAs5lMAZFEf0xPV_Meh-0uE-WBOujpkV8H2eLA8qehGaXYFQI9kbzAOB3tah8IQ0jqofUDHgQEe8V9mPxIqtm8kQdD3bUNaqj5nKIEyL_JlqepN-nqqDcXHjpKlU6DpoACgewtNxTrwny4KonGb2nmKS2Wyeg', 'width': 3024}]","{'compound_code': 'F986+PC Montreal, Quebec', 'global_code': '87Q8F986+PC'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2235,ChIJUZWucFcXyUwRlmgUKWt93cI,Restaurant Mozart,4.6,197.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,2.0,"5335A Queen Mary Rd, Montreal, Quebec H3X 1T9",45.4831944,-73.6298916,False,"[{'height': 2583, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117016972222616847633"">Restaurant Mozart</a>'], 'photo_reference': 'ATtYBwIxO_lXaPFnTB69K0Fg5AVWN3AqLzotY-undxxrjmOtF3jmzlWTSBEvH_Rww4AjCRgKhoxgzAC9JIbXR9HXAblydpUWnQQL5p01jmpQ1J-lw1lLFB__Iy6AoHtUNumfwIbCTK5a2Lwsv5e936OgR8iQyEswUw-wmd6Nrrwa1waPjB5m', 'width': 2583}]","{'compound_code': 'F9MC+72 Montreal, Quebec', 'global_code': '87Q8F9MC+72'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2236,ChIJdzAHZtEWyUwRPyceBnjvYNY,Restaurant La Belle Province,3.9,171.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,1.0,"24 Avenue Saint-Pierre, Lachine, QC H8R 1N9",45.4432137,-73.6482801,False,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100501859161808110747"">June Ide</a>'], 'photo_reference': 'ATtYBwKr2i3OEh767is25QDZkVm33z17TMxb_5Qv9-dgbfEDdEMz7d_RKQ2BMpT1Ctt0ugNROWrQLF2E813NF320c8MNDxCUH9ITLIl3dBdIMuYP-2cl0G_zfyQukzZfmIouiRcND5Y5zzx0bIA0N1mFsEkO4b5CfV6Fbigie3LkXmv8OLIe', 'width': 3264}]","{'compound_code': 'C9V2+7M Lachine, Montreal, Quebec', 'global_code': '87Q8C9V2+7M'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2237,ChIJjxKm5zcXyUwRBYV2SOrSgg0,L'Oeufrier (NDG),4.3,369.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,2.0,"6544 Somerled Ave, Montreal, Quebec H4V 1S8",45.4673341,-73.63831970000001,False,"[{'height': 4656, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103424340323104428300"">Camille Bedu</a>'], 'photo_reference': 'ATtYBwIIipDd4bciakTjTfDIhqjzzKnckhrJst3p5VipXfTutU8SUbXxt6ePAsmwrBEhyWLS-gYgAjzgedhzCB2HKuTFLuYcz-V-Hnv1PR8Bi8qLzA0HHUTvtoDBT9iTRwOd0CKyjq-5IOajbdn483hyVptz6WossB2403tFjXHUtuiJx2Jj', 'width': 3492}]","{'compound_code': 'F986+WM Montreal, Quebec', 'global_code': '87Q8F986+WM'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2239,ChIJmS_ec7wQyUwR_PWj5XU02Eg,Restaurant Persia,4.4,190.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,,"6710 Rue Saint-Jacques #105, Montréal, QC H4B 1V8",45.4586416,-73.6264842,False,"[{'height': 634, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101929457960247031220"">ali naeij</a>'], 'photo_reference': 'ATtYBwI50S6LUajxjTcpxlY5GVie0Qz0mTiRjfl5PaN0nhNNfgjIWms9B_3OCiqhmr6WbP4dufMfXNINVITRfpDiWLwm_4hPxoM_no_1yo1mm6q2-Wxue5ES3WfdC2ReJflV96ArcOoHAZC8muKqZMUMgOWE6FSmnTHRmbX8UHBdns2Jd4qy', 'width': 890}]","{'compound_code': 'F95F+FC Montreal, Quebec', 'global_code': '87Q8F95F+FC'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2240,ChIJ7eViN8wQyUwR3DnMnMTxYqk,KOSA restaurant (Cuisine Corérnne),4.4,79.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,,"6710 Rue Saint-Jacques, Montréal, QC H4B 1V8",45.458711,-73.62644949999999,True,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110010561146360683992"">Bomi Jung</a>'], 'photo_reference': 'ATtYBwIE5t5wMD3PG-EhLwS67VyTAO-yq8Spr_FhDkdL71kxW21Mf5Nr-aXR8EhxrTwIXW1GZM4EpJUKQDuh4qWXwlIULfWeVHhABUp67S8VWQta_EXlJi5c5tHWoTeMKkZUjiDWxXhoIyilK1lKsKGgXea1OVANjzPxZ6t_2-Uqefr-rlO4', 'width': 4032}]","{'compound_code': 'F95F+FC Montreal, Quebec', 'global_code': '87Q8F95F+FC'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2244,ChIJsT_gPrEQyUwRSK69vZ07dx0,Notre-Bœuf-de-Grâce,4.3,1335.0,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,2.0,"5732 Sherbrooke St W, Montreal, Quebec H4A 1W8",45.4703166,-73.61587829999999,True,"[{'height': 3647, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105211169882092223846"">Notre-Boeuf-de-Grace</a>'], 'photo_reference': 'ATtYBwLR1basavocDXhitmvqNadigiK5V-PClrwc-0muvAGCUV9w1SMWXWv8zB8WZJaAAq_ivlbjP97-iE3bJy8uJEqgeOGnGPfU3e4V2_Q3Q2_o9Xmsk762rucopLtDx2Olz3tygJrN-Pbj3-tX3hIX8df72aM6AaAcF1vO39G-wZzVmJoO', 'width': 5233}]","{'compound_code': 'F9CM+4J Montreal, Quebec', 'global_code': '87Q8F9CM+4J'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2254,ChIJteHPtTMXyUwRGAxqpFkS13U,Café Bano,4.6,42.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,1.0,"6929 Sherbrooke St W, Montreal, Quebec H4B 1P8",45.4604151,-73.63552589999999,,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104242297646483286111"">Reveena Rothman-Rudnicki</a>'], 'photo_reference': 'ATtYBwKa_LHcTHWqV6lbXhT_LVkRsM0qKGsRXuKnEkAJmHJTglAnnucfNRTxE3_yaDme3PFmuCPYRm6WTv2GQdftz2dYW5OUHANF8rJLF3lqktVSw9cH3Eri5IOpSGvEoOhQirflfxwenbbjYoC25S_0XY1ZDH3dIWhIVE-CGR5LqrlzYLY', 'width': 3456}]","{'compound_code': 'F967+5Q Montreal, Quebec', 'global_code': '87Q8F967+5Q'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2258,ChIJ3evjMzIXyUwRr9FFBa3z7yk,Comptoir KOYAJO,4.9,83.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,1.0,"6963 Sherbrooke St W, Montreal, Quebec H4B 1R1",45.4599744,-73.6364167,False,"[{'height': 1188, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101990635050709184513"">Audrey Bergevin</a>'], 'photo_reference': 'ATtYBwLTq4Fvo_GB2V6gzmmxIMq1IVMFm5FBuNLN0P8Gz0Hpsochgyq8Ff-IsgVPZrKyiccydB-6ZAk3n-N_V08slIW9UW3Jaj623ZmjHOk6kGQDEIGFNddJ8ljGWASX7f5VvGaSkpIuJUTjdSHSezjZxulfKCJzoO1Ur85yF5A06RyWDtXK', 'width': 950}]","{'compound_code': 'F957+XC Montreal, Quebec', 'global_code': '87Q8F957+XC'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2263,ChIJDR05JiMRyUwR9Qv2oJ4ixKE,Grand Burger Blvd,4.1,201.0,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,,"6206 Sherbrooke St W, Montreal, Quebec H4B 1M2",45.4664209,-73.62334299999999,True,"[{'height': 2608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115932395575422797695"">Meriem Jebboury</a>'], 'photo_reference': 'ATtYBwLuWLX2iRlHVEZAzWyAGtQJYRLWBbW-q6x_iAFmKKxFB3xdYrYM1X3knpNqiX0CY0CidZL6k0eGuqakWuTaf5mk9sukZwDVNDqOdDtjahEMUD6GCfjM6ILMVHzX-SQS-O5OURYOJxmXZALSkYIiJF3d0L8dF4403EQ5iFm9IywHxaKf', 'width': 4624}]","{'compound_code': 'F98G+HM Montreal, Quebec', 'global_code': '87Q8F98G+HM'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2264,ChIJgyFOmkwXyUwRiwWXcoiD4Z0,Restaurant Amaranto,4.6,211.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,1.0,"5974 Monkland Ave, Montreal, Quebec H4A 1H1",45.4713889,-73.6263889,False,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105332578504281268361"">Khash Afshar</a>'], 'photo_reference': 'ATtYBwIbfzJL-oiv9nnq22dOlnETl9rawQpZe-r9lAqEuGjbAHOKFzNyCVbwVRm7YZW4O9Ge9xjIYBvep3VJDi4AGb5Nn9JclcYh0QAhSs9uc2ciehDizhUtrJMvcrlr0dGrBOyTzPWj6HC702DMV7l1tkYtlnBVLlIf3yociovV5VwfTzON', 'width': 4032}]","{'compound_code': 'F9CF+HC Montreal, Quebec', 'global_code': '87Q8F9CF+HC'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2265,ChIJ9X05sc0QyUwRPJundNDANRQ,Restaurant La Belle Province,4.0,412.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,1.0,"6752 Rue Saint-Jacques, Montréal, QC H4B 1V8",45.45855539999999,-73.6272231,False,"[{'height': 640, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113687827758329978826"">Bruce Redburn</a>'], 'photo_reference': 'ATtYBwLDi8xU5Vc-T-yB-6DcicwDv_SAVrq8kqk6dP3bYkYvWue-XvK-1DHHFKrgWG3CRAXtTAEl0lszfnoy__XHL9_aw9T1Mn_DdDMRxvpL2-jxBTF8ukFWWHafEOjiV_qQBmRL2jsDVQapov2Wqq7M6cmP2F7id2y_964ods7_UpLZEYV9', 'width': 1136}]","{'compound_code': 'F95F+C4 Montreal, Quebec', 'global_code': '87Q8F95F+C4'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2266,ChIJbaDLxNIQyUwR9EdcdaSpAJc,A&W Canada,4.0,907.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,1.0,"7235, rue Saint-Jacques Ouest, Montreal, Quebec H4B 1V3",45.45571,-73.632691,False,"[{'height': 280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106702412271621870098"">A&amp;W</a>'], 'photo_reference': 'ATtYBwKqLn7Lp1aiG4fnyLNsIH1a9vU3gs9r8GwsHKkLGVu6gss5d0vL4D6HLI3sxinObd1qhxzh6Qt15ceuJGzigUEozfPTi-FmCLficHXwTcxKVo7ofOjVhL7fgNCvDlce3XO4QLiKvtrlwHBdJJzQpRSJs3u2PBiznQ5EXcPVSFxtUu_d', 'width': 500}]","{'compound_code': 'F948+7W Montreal, Quebec', 'global_code': '87Q8F948+7W'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2267,ChIJq59adEsXyUwRbAOjuUgKWiE,Bistro Amerigo,4.7,390.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,2.0,"6127 Monkland Ave, Montreal, Quebec H4A 1H5",45.4701031,-73.62816889999999,False,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108373431994218062478"">Mathieu</a>'], 'photo_reference': 'ATtYBwJMuDU-Bq3nWuK5Wvhl-2c2X_rA3jt1ZwgEY5vEQhzFrzdY3hxoF7S5QIuFuF5Rk80LJceVAMU8TlfIMOzPpcTBjKHfuyNKB3PDnUOjCCmzoMDUnTPI1ktOgcl0-e3vAfeIRh9tJSpCapn9QdYxFPglRSABdMBTeK3wht1eAO7zwZZR', 'width': 4608}]","{'compound_code': 'F9CC+2P Montreal, Quebec', 'global_code': '87Q8F9CC+2P'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2268,ChIJPVfGTrEQyUwRrXXOxOePMXc,Pizzeria Melrose NDG,4.3,276.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,2.0,"5779 Sherbrooke St W, Montreal, Quebec H4A 1X2",45.4701224,-73.6171214,True,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114027405359811931829"">A Google User</a>'], 'photo_reference': 'ATtYBwLh5rwQ_eobN4EeOsdCxkeUqI7tk-QEupudBrGVHYMwYUwH9Sn1gCaUHb6dg2d7LtkFMnL15dwi_16OESWhnH3bFxXw0RFkChfWZG2VispBulaW0kVIuKUjMe7jBdrC-04kX9C7yeh00clIQOIggb8TxX0xUksJD-iaE6wpHvRCjhdy', 'width': 3024}]","{'compound_code': 'F9CM+25 Montreal, Quebec', 'global_code': '87Q8F9CM+25'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2269,ChIJy_aBr7YQyUwR62Mm0EtI9qA,Alex H,4.1,69.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,,"5862 Sherbrooke St W, Montreal, Quebec H4A 2N5",45.4691299,-73.61823079999999,False,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109135381587661338470"">Christopher Hicks</a>'], 'photo_reference': 'ATtYBwLb4zSj6WKOUqLLsTkcDBu1lm9n32wpVSrzkXXuQcXokztqU9hXM34Dm_wuHzOQHvolwwVkf6BNI4t5vzgS_a6UOMwoShW12DusAfjcfDyD4x1CsKbcG2Sa79aSgJAWkKSmy7JGeVOPvr-Cm7ZONX2zPsmL575EsH5hpUOYBgXcQI-D', 'width': 4032}]","{'compound_code': 'F99J+MP Montreal, Quebec', 'global_code': '87Q8F99J+MP'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2270,ChIJ8Qthg6wRyUwRSV0dCACC6L4,Cuisine Locale Cafe,4.8,93.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,,"5795 Upper Lachine Rd, Montreal, Quebec H4A 2B1",45.4675896,-73.61172090000001,False,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108313689704233825323"">asterkat</a>'], 'photo_reference': 'ATtYBwJ63jFuf1QwS5GmufAK1Z8zfG_Hw9rIgpaa_hfmcz9D3DUADSI3uPfB-pHABM9OFmXUuSWTLYS8sxQiosN14iZViwJbXTTgPY1SZEOKZgbcUpyriPiict5tuU__ZVBmyJ4V2X_AkL31UuMQ_Rfeg2ZOpbO8yFRtruDjoRhTObE3xgbM', 'width': 3456}]","{'compound_code': 'F99Q+28 Montreal, Quebec', 'global_code': '87Q8F99Q+28'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2272,ChIJZwlew28RyUwRNFpTqQuzuMM,Restaurant Kay Wodja,4.3,7.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,,"5779 Upper Lachine Rd, Montreal, Quebec H4A 2B1",45.4677223,-73.6116493,True,"[{'height': 1113, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102158923875393011033"">A Google User</a>'], 'photo_reference': 'ATtYBwKPJV3W4gqRW_hGfrqRMrT94sJohZpLVb95DvUK0uOHLg5mhlEicz16CJaGAobWPNkYUk8m3ytLuPNR06ghL66b8pzr2qsSrT8b5bqOUjCxwGX7iuwzmB4Kdn-AYhhltGa2RNgXbG7H3tIvbMpJhBVdjeeWtc0tYvVE0AMcBB7vtboS', 'width': 1240}]","{'compound_code': 'F99Q+38 Montreal, Quebec', 'global_code': '87Q8F99Q+38'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
2273,ChIJm88hHkgXyUwRxFcrKmNpJaM,Pizza Velat,4.2,288.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,1.0,"6509 Somerled Ave, Montreal, Quebec H4V 1S7",45.4678213,-73.6386758,True,"[{'height': 3286, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118206657388806619797"">Jason Ide</a>'], 'photo_reference': 'ATtYBwKcllGwggEHTt3-YSsdUicpXabTBMLTxgo3fszj32x9W338Rl_hjHsMpGVlJs29dawe-L9DRh33tU7EWLFhGoA-A0h5qaT5CkmKe63GvYCWaZhOJrV5WL061XJbQP0WPSLkbK5WQZr2dAb-neXf8RsXZSG-e8rlzoimAUnieZ-OSije', 'width': 2432}]","{'compound_code': 'F996+4G Montreal, Quebec', 'global_code': '87Q8F996+4G'}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png
