,place_id,name,formatted_phone_number,opening_hours,website
569,ChIJi1YXkGcQyUwRT_Suutwumfs,Bombay Grill- RBG - Indian Restaurant - Delivery,(514) 767-3737,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1600'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1100'}}], 'weekday_text': ['Monday: 11:00 AM – 11:00 PM', 'Tuesday: 11:00 AM – 11:00 PM', 'Wednesday: 11:00 AM – 11:00 PM', 'Thursday: 11:00 AM – 11:00 PM', 'Friday: 11:00 AM – 11:00 PM', 'Saturday: 11:00 AM – 11:00 PM', 'Sunday: 4:00 – 11:00 PM']}",http://bombaygrillverdun.ca/
570,ChIJAUX3c-4QyUwRJUzAffXk1Y4,Restaurant Les Étoiles,(514) 508-2047,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1930'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 2, 'time': '1930'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 3, 'time': '1930'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 4, 'time': '1930'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 5, 'time': '1930'}, 'open': {'day': 5, 'time': '1600'}}, {'close': {'day': 6, 'time': '1930'}, 'open': {'day': 6, 'time': '1600'}}], 'weekday_text': ['Monday: 4:00 – 7:30 PM', 'Tuesday: 4:00 – 7:30 PM', 'Wednesday: 4:00 – 7:30 PM', 'Thursday: 4:00 – 7:30 PM', 'Friday: 4:00 – 7:30 PM', 'Saturday: 4:00 – 7:30 PM', 'Sunday: Closed']}",http://restotlesetoiles.com/
571,ChIJe-1_0VEayUwRAx-VLGk5bz8,庞记桂林米粉 Pang Ji Gui Lin Nouilles,(438) 385-7881,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2030'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2030'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2030'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2030'}, 'open': {'day': 6, 'time': '1130'}}], 'weekday_text': ['Monday: 11:30 AM – 8:30 PM', 'Tuesday: 11:30 AM – 8:30 PM', 'Wednesday: Closed', 'Thursday: 11:30 AM – 8:30 PM', 'Friday: 11:30 AM – 8:30 PM', 'Saturday: 11:30 AM – 8:30 PM', 'Sunday: 11:30 AM – 8:30 PM']}",
572,ChIJpyxwHGsayUwRBQX5mC5J3yY,Bardeco Pizza,(514) 762-1333,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1400'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1400'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: 11:00 AM – 9:00 PM', 'Wednesday: 11:00 AM – 9:00 PM', 'Thursday: 11:00 AM – 10:00 PM', 'Friday: 11:00 AM – 10:00 PM', 'Saturday: 2:00 – 10:00 PM', 'Sunday: 2:00 – 9:00 PM']}",http://www.bardeco.com/
573,ChIJOZANa40QyUwR1EklXurH6kA,Restaurant Da Frank,(514) 765-0389,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0900'}}], 'weekday_text': ['Monday: 8:30 AM – 10:00 PM', 'Tuesday: 7:30 AM – 10:00 PM', 'Wednesday: 7:30 AM – 10:00 PM', 'Thursday: 7:30 AM – 10:00 PM', 'Friday: 7:30 AM – 11:00 PM', 'Saturday: 9:00 AM – 10:00 PM', 'Sunday: Closed']}",
574,ChIJobO5--ARyUwRDrkDUT2xgAI,Elena,(514) 379-4883,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1200'}}], 'weekday_text': ['Monday: 12:00 – 9:00 PM', 'Tuesday: 12:00 – 9:00 PM', 'Wednesday: 12:00 – 9:00 PM', 'Thursday: 12:00 – 9:00 PM', 'Friday: 12:00 – 9:00 PM', 'Saturday: 12:00 – 9:00 PM', 'Sunday: 12:00 – 9:00 PM']}",https://www.coffeepizzawine.com/
575,ChIJvZoph_oQyUwRoQ7VqDXJ2Pw,Café Central,(514) 769-7070,"{'open_now': False, 'periods': [{'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '0900'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: 9:00 AM – 2:00 PM', 'Saturday: 9:00 AM – 2:00 PM', 'Sunday: Closed']}",https://www.facebook.com/pages/Caf%C3%A9-Central-Ville-%C3%89mard/1422057618090377
576,ChIJUYNpqvURyUwRgIImn_J3oj0,McKiernan,(514) 759-6677,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2030'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2030'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2030'}, 'open': {'day': 6, 'time': '1200'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 12:00 – 8:30 PM', 'Thursday: 12:00 – 8:30 PM', 'Friday: 12:00 – 8:30 PM', 'Saturday: 12:00 – 8:30 PM', 'Sunday: 12:00 – 8:30 PM']}",http://mckiernanmtl.com/
577,ChIJs4hMPPAQyUwRPAtLTtVrHlU,Restaurant Al Ritrovo,,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '1500'}, 'open': {'day': 0, 'time': '1400'}}, {'close': {'day': 0, 'time': '1630'}, 'open': {'day': 0, 'time': '1600'}}, {'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1700'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1400'}}], 'weekday_text': ['Monday: 11:30 AM – 8:00 PM', 'Tuesday: 11:30 AM – 8:30 PM', 'Wednesday: 11:30 AM – 8:30 PM', 'Thursday: 11:30 AM – 9:00 PM', 'Friday: 11:30 AM – 9:00 PM', 'Saturday: 2:00 – 9:00 PM', 'Sunday: 2:00 – 3:00 PM, 4:00 – 4:30 PM, 5:00 – 8:00 PM']}",
578,ChIJJ42dNz0RyUwRMBLeP4rmVSo,PIKEOS MTL,(514) 500-8788,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1730'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1730'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1730'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1730'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1730'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1730'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: 5:30 – 10:00 PM', 'Wednesday: 5:30 – 10:00 PM', 'Thursday: 5:30 – 11:00 PM', 'Friday: 5:30 – 11:00 PM', 'Saturday: 5:30 – 11:00 PM', 'Sunday: 5:30 – 10:00 PM']}",http://www.pikeosmtl.com/
579,ChIJI55Uxp0QyUwRJBenVC9BVQA,H4C par Dany Bolduc,(514) 316-7234,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '1500'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1600'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1600'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 4:00 – 11:00 PM', 'Friday: 4:00 – 11:00 PM', 'Saturday: 4:00 – 11:00 PM', 'Sunday: 10:00 AM – 3:00 PM']}",http://www.leh4c.com/
580,ChIJEydleO4QyUwRgIYfvS-r8xg,Pizza Silvana,(514) 768-6868,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1100'}}], 'weekday_text': ['Monday: 11:00 AM – 11:00 PM', 'Tuesday: 11:00 AM – 11:00 PM', 'Wednesday: 11:00 AM – 11:00 PM', 'Thursday: 11:00 AM – 12:00 AM', 'Friday: 11:00 AM – 12:00 AM', 'Saturday: 11:00 AM – 12:00 AM', 'Sunday: 11:00 AM – 11:00 PM']}",http://www.pizzasilvana.com/
581,ChIJmbEpM5oQyUwRT5Ew1a7RsoU,Tuck Shop,(514) 439-7432,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1100'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 11:00 AM – 9:00 PM', 'Thursday: 11:00 AM – 9:00 PM', 'Friday: 11:00 AM – 9:00 PM', 'Saturday: 11:00 AM – 9:00 PM', 'Sunday: 11:00 AM – 9:00 PM']}",http://www.tuckshop.ca/
582,ChIJd76dig4RyUwRutoqKiqwhW4,BOSS GRILL - Poulet BBQ / Grillades - Burgers / Sandwiches / Salads - Gluten Free,(514) 487-1995,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1600'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1200'}}], 'weekday_text': ['Monday: 4:00 – 9:00 PM', 'Tuesday: 4:00 – 9:00 PM', 'Wednesday: 4:00 – 9:00 PM', 'Thursday: 11:00 AM – 9:00 PM', 'Friday: 11:00 AM – 12:00 AM', 'Saturday: 12:00 PM – 12:00 AM', 'Sunday: 4:00 – 10:00 PM']}",https://bossgrill.ca/
583,ChIJnTd-Z44QyUwRdxtWrh9hFMs,Seasoned Dreams,(514) 769-2222,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 12:00 – 10:00 PM', 'Thursday: 12:00 – 10:00 PM', 'Friday: 12:00 – 11:00 PM', 'Saturday: 12:00 – 11:00 PM', 'Sunday: 12:00 – 10:00 PM']}",http://www.seasoneddreams.com/
584,ChIJaXG0rWAQyUwR6F1nMXoR9tk,Luciano Ristorante,(514) 807-1353,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1700'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1700'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 5:00 – 10:00 PM', 'Friday: 5:00 – 11:00 PM', 'Saturday: 5:00 – 11:00 PM', 'Sunday: 5:00 – 9:00 PM']}",
585,ChIJsdnMUroQyUwRCEsUdWES948,Trattoria Mario,(514) 485-0235,"{'open_now': False, 'periods': [{'close': {'day': 2, 'time': '1930'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '1930'}, 'open': {'day': 6, 'time': '1600'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: 11:00 AM – 7:30 PM', 'Wednesday: 11:00 AM – 7:00 PM', 'Thursday: 11:00 AM – 7:00 PM', 'Friday: 11:00 AM – 7:00 PM', 'Saturday: 4:00 – 7:30 PM', 'Sunday: Closed']}",
586,ChIJB7zNbmEQyUwRtid_2yIoADI,Chevalier Blanc,(514) 761-6100,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 12:00 AM', 'Tuesday: 8:00 AM – 12:00 AM', 'Wednesday: 8:00 AM – 12:00 AM', 'Thursday: 8:00 AM – 12:00 AM', 'Friday: 8:00 AM – 12:00 AM', 'Saturday: 8:00 AM – 12:00 AM', 'Sunday: 9:00 AM – 11:00 PM']}",
587,ChIJ-yXOPl0QyUwR5cNy9Xsl0EE,Basha Wellington,(514) 768-3000,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1100'}}], 'weekday_text': ['Monday: 11:00 AM – 11:00 PM', 'Tuesday: 11:00 AM – 11:00 PM', 'Wednesday: 11:00 AM – 11:00 PM', 'Thursday: 11:00 AM – 11:00 PM', 'Friday: 11:00 AM – 11:00 PM', 'Saturday: 11:00 AM – 11:00 PM', 'Sunday: 11:00 AM – 11:00 PM']}",
588,ChIJs7bEjmcQyUwR5E6mDY0i__0,Villa Wellington,(514) 768-0102,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1500'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1500'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1500'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1500'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1500'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1500'}}], 'weekday_text': ['Monday: 3:00 – 9:00 PM', 'Tuesday: 3:00 – 9:00 PM', 'Wednesday: Closed', 'Thursday: 3:00 – 9:00 PM', 'Friday: 3:00 – 9:00 PM', 'Saturday: 3:00 – 9:00 PM', 'Sunday: 3:00 – 9:00 PM']}",https://m.facebook.com/RestaurantVillaWellington/?locale2=fr_CA
589,ChIJbXUL8-ERyUwRses1_WIKtkU,Café Komma Rosta,(438) 375-4265,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '0900'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 9:00 AM – 6:00 PM', 'Saturday: 9:00 AM – 6:00 PM', 'Sunday: 9:00 AM – 6:00 PM']}",
590,ChIJm9J1_10QyUwRt7zIeC44Z2c,Pizza Mory's,(514) 767-2000,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1100'}}], 'weekday_text': ['Monday: 11:00 AM – 11:00 PM', 'Tuesday: 11:00 AM – 11:00 PM', 'Wednesday: 11:00 AM – 11:00 PM', 'Thursday: 11:00 AM – 11:00 PM', 'Friday: 11:00 AM – 11:00 PM', 'Saturday: 11:00 AM – 11:00 PM', 'Sunday: 11:00 AM – 11:00 PM']}",https://pizzamory.ciblelocale.ca/
591,ChIJ5TD8qnwQyUwRI30qGx-VgiA,Rita,(514) 419-1942,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1700'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1700'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1700'}}], 'weekday_text': ['Monday: 5:00 – 9:00 PM', 'Tuesday: Closed', 'Wednesday: 5:00 – 9:00 PM', 'Thursday: 5:00 – 9:00 PM', 'Friday: 5:00 – 9:30 PM', 'Saturday: 5:00 – 9:30 PM', 'Sunday: 5:00 – 9:00 PM']}",http://ritarestaurant.ca/
592,ChIJfci9SjIRyUwRCTzD5lfr3aA,Grillades Verdun Grill,(514) 766-2345,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1600'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1600'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1600'}}], 'weekday_text': ['Monday: 4:00 – 11:00 PM', 'Tuesday: 4:00 – 11:00 PM', 'Wednesday: 4:00 – 11:00 PM', 'Thursday: 4:00 – 11:00 PM', 'Friday: 4:00 PM – 12:00 AM', 'Saturday: 4:00 PM – 12:00 AM', 'Sunday: 4:00 – 11:00 PM']}",https://verdungrill.ca/#location
593,ChIJ-wrY2VwQyUwRoffXqjrH8uA,Menu sur le pouce,(514) 616-9996,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1930'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '1930'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '1930'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '1930'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '1930'}, 'open': {'day': 5, 'time': '1100'}}], 'weekday_text': ['Monday: 11:00 AM – 7:30 PM', 'Tuesday: 11:00 AM – 7:30 PM', 'Wednesday: 11:00 AM – 7:30 PM', 'Thursday: 11:00 AM – 7:30 PM', 'Friday: 11:00 AM – 7:30 PM', 'Saturday: Closed', 'Sunday: Closed']}",http://www.menusurlepouce.com/
594,ChIJQQxPpGQQyUwR_0Eq0bbPUT0,Restaurant Pigor,(514) 907-0816,"{'open_now': False, 'periods': [{'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1700'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 5:00 – 8:00 PM', 'Friday: 5:00 – 8:00 PM', 'Saturday: 5:00 – 8:00 PM', 'Sunday: Closed']}",https://www.restaurantpigor.com/
595,ChIJeyhjq2cQyUwR1x6RymOkzFY,Blackstrap BBQ,(514) 507-6772,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1500'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1500'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1500'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1500'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1500'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 3:00 – 9:00 PM', 'Thursday: 3:00 – 9:00 PM', 'Friday: 3:00 – 10:00 PM', 'Saturday: 3:00 – 10:00 PM', 'Sunday: 3:00 – 9:00 PM']}",http://blackstrapbbq.ca/
596,ChIJAUjLo4cRyUwRnQzq0y3mvt0,restaurant Mayicha,(514) 761-7000,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1200'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: 12:00 – 9:00 PM', 'Wednesday: 12:00 – 9:00 PM', 'Thursday: 12:00 – 9:00 PM', 'Friday: 12:00 – 9:00 PM', 'Saturday: 12:00 – 9:00 PM', 'Sunday: 12:00 – 9:00 PM']}",https://restaurant-mayicha.business.site/?utm_source=gmb&utm_medium=referral
597,ChIJ31_IhmQQyUwRL-6iSe3OejE,Les Délices De L'Ile Maurice,(514) 768-6023,"{'open_now': False, 'periods': [{'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1700'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: 5:00 – 10:00 PM', 'Saturday: 5:00 – 10:00 PM', 'Sunday: Closed']}",http://www.lesdelicesdelilemaurice.com/
